frame_name,video_name,interval,frame_number,class,type,path
1_UD_frame1948,1,0,1948,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1948.png
1_UD_frame1950,1,0,1950,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1950.png
1_UD_frame1952,1,0,1952,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1952.png
1_UD_frame1954,1,0,1954,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1954.png
1_UD_frame1956,1,0,1956,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1956.png
1_UD_frame1958,1,0,1958,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1958.png
1_UD_frame1960,1,0,1960,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1960.png
1_UD_frame1962,1,0,1962,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1962.png
1_UD_frame1964,1,0,1964,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1964.png
1_UD_frame1966,1,0,1966,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1966.png
1_UD_frame1968,1,0,1968,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1968.png
1_UD_frame1970,1,0,1970,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1970.png
1_UD_frame1972,1,0,1972,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1972.png
1_UD_frame1974,1,0,1974,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1974.png
1_UD_frame1976,1,0,1976,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1976.png
1_UD_frame1978,1,0,1978,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1978.png
1_UD_frame1980,1,0,1980,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1980.png
1_UD_frame1982,1,0,1982,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1982.png
1_UD_frame1984,1,0,1984,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1984.png
1_UD_frame1986,1,0,1986,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1986.png
1_UD_frame1988,1,0,1988,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1988.png
1_UD_frame1990,1,0,1990,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1990.png
1_UD_frame1992,1,0,1992,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1992.png
1_UD_frame1994,1,0,1994,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1994.png
1_UD_frame1996,1,0,1996,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1996.png
1_UD_frame1998,1,0,1998,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame1998.png
1_UD_frame2000,1,0,2000,UD,Train,./content/outFrames\UD\1_start64_end68_interval1\1_UD_frame2000.png
1_UD_frame2910,1,0,2910,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2910.png
1_UD_frame2912,1,0,2912,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2912.png
1_UD_frame2914,1,0,2914,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2914.png
1_UD_frame2916,1,0,2916,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2916.png
1_UD_frame2918,1,0,2918,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2918.png
1_UD_frame2920,1,0,2920,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2920.png
1_UD_frame2922,1,0,2922,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2922.png
1_UD_frame2924,1,0,2924,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2924.png
1_UD_frame2926,1,0,2926,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2926.png
1_UD_frame2928,1,0,2928,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2928.png
1_UD_frame2930,1,0,2930,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2930.png
1_UD_frame2932,1,0,2932,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2932.png
1_UD_frame2934,1,0,2934,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2934.png
1_UD_frame2936,1,0,2936,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2936.png
1_UD_frame2938,1,0,2938,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2938.png
1_UD_frame2940,1,0,2940,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2940.png
1_UD_frame2942,1,0,2942,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2942.png
1_UD_frame2944,1,0,2944,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2944.png
1_UD_frame2946,1,0,2946,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2946.png
1_UD_frame2948,1,0,2948,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2948.png
1_UD_frame2950,1,0,2950,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2950.png
1_UD_frame2952,1,0,2952,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2952.png
1_UD_frame2954,1,0,2954,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2954.png
1_UD_frame2956,1,0,2956,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2956.png
1_UD_frame2958,1,0,2958,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2958.png
1_UD_frame2960,1,0,2960,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2960.png
1_UD_frame2962,1,0,2962,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2962.png
1_UD_frame2964,1,0,2964,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2964.png
1_UD_frame2966,1,0,2966,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2966.png
1_UD_frame2968,1,0,2968,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2968.png
1_UD_frame2970,1,0,2970,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2970.png
1_UD_frame2972,1,0,2972,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2972.png
1_UD_frame2974,1,0,2974,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2974.png
1_UD_frame2976,1,0,2976,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2976.png
1_UD_frame2978,1,0,2978,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2978.png
1_UD_frame2980,1,0,2980,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2980.png
1_UD_frame2982,1,0,2982,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2982.png
1_UD_frame2984,1,0,2984,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2984.png
1_UD_frame2986,1,0,2986,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2986.png
1_UD_frame2988,1,0,2988,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2988.png
1_UD_frame2990,1,0,2990,UD,Train,./content/outFrames\UD\1_start97_end100_interval1\1_UD_frame2990.png
1_UD_frame3300,1,0,3300,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3300.png
1_UD_frame3302,1,0,3302,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3302.png
1_UD_frame3304,1,0,3304,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3304.png
1_UD_frame3306,1,0,3306,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3306.png
1_UD_frame3308,1,0,3308,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3308.png
1_UD_frame3310,1,0,3310,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3310.png
1_UD_frame3312,1,0,3312,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3312.png
1_UD_frame3314,1,0,3314,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3314.png
1_UD_frame3316,1,0,3316,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3316.png
1_UD_frame3318,1,0,3318,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3318.png
1_UD_frame3320,1,0,3320,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3320.png
1_UD_frame3322,1,0,3322,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3322.png
1_UD_frame3324,1,0,3324,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3324.png
1_UD_frame3326,1,0,3326,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3326.png
1_UD_frame3328,1,0,3328,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3328.png
1_UD_frame3330,1,0,3330,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3330.png
1_UD_frame3332,1,0,3332,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3332.png
1_UD_frame3334,1,0,3334,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3334.png
1_UD_frame3336,1,0,3336,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3336.png
1_UD_frame3338,1,0,3338,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3338.png
1_UD_frame3340,1,0,3340,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3340.png
1_UD_frame3342,1,0,3342,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3342.png
1_UD_frame3344,1,0,3344,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3344.png
1_UD_frame3346,1,0,3346,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3346.png
1_UD_frame3348,1,0,3348,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3348.png
1_UD_frame3350,1,0,3350,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3350.png
1_UD_frame3352,1,0,3352,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3352.png
1_UD_frame3354,1,0,3354,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3354.png
1_UD_frame3356,1,0,3356,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3356.png
1_UD_frame3358,1,0,3358,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3358.png
1_UD_frame3360,1,0,3360,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3360.png
1_UD_frame3362,1,0,3362,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3362.png
1_UD_frame3364,1,0,3364,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3364.png
1_UD_frame3366,1,0,3366,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3366.png
1_UD_frame3368,1,0,3368,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3368.png
1_UD_frame3370,1,0,3370,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3370.png
1_UD_frame3372,1,0,3372,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3372.png
1_UD_frame3374,1,0,3374,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3374.png
1_UD_frame3376,1,0,3376,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3376.png
1_UD_frame3378,1,0,3378,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3378.png
1_UD_frame3380,1,0,3380,UD,Train,./content/outFrames\UD\1_start110_end114_interval1\1_UD_frame3380.png
1_UD_frame4050,1,0,4050,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4050.png
1_UD_frame4052,1,0,4052,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4052.png
1_UD_frame4054,1,0,4054,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4054.png
1_UD_frame4056,1,0,4056,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4056.png
1_UD_frame4058,1,0,4058,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4058.png
1_UD_frame4060,1,0,4060,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4060.png
1_UD_frame4062,1,0,4062,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4062.png
1_UD_frame4064,1,0,4064,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4064.png
1_UD_frame4066,1,0,4066,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4066.png
1_UD_frame4068,1,0,4068,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4068.png
1_UD_frame4070,1,0,4070,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4070.png
1_UD_frame4072,1,0,4072,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4072.png
1_UD_frame4074,1,0,4074,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4074.png
1_UD_frame4076,1,0,4076,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4076.png
1_UD_frame4078,1,0,4078,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4078.png
1_UD_frame4080,1,0,4080,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4080.png
1_UD_frame4082,1,0,4082,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4082.png
1_UD_frame4084,1,0,4084,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4084.png
1_UD_frame4086,1,0,4086,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4086.png
1_UD_frame4088,1,0,4088,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4088.png
1_UD_frame4090,1,0,4090,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4090.png
1_UD_frame4092,1,0,4092,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4092.png
1_UD_frame4094,1,0,4094,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4094.png
1_UD_frame4096,1,0,4096,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4096.png
1_UD_frame4098,1,0,4098,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4098.png
1_UD_frame4100,1,0,4100,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4100.png
1_UD_frame4102,1,0,4102,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4102.png
1_UD_frame4104,1,0,4104,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4104.png
1_UD_frame4106,1,0,4106,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4106.png
1_UD_frame4108,1,0,4108,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4108.png
1_UD_frame4110,1,0,4110,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4110.png
1_UD_frame4112,1,0,4112,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4112.png
1_UD_frame4114,1,0,4114,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4114.png
1_UD_frame4116,1,0,4116,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4116.png
1_UD_frame4118,1,0,4118,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4118.png
1_UD_frame4120,1,0,4120,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4120.png
1_UD_frame4122,1,0,4122,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4122.png
1_UD_frame4124,1,0,4124,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4124.png
1_UD_frame4126,1,0,4126,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4126.png
1_UD_frame4128,1,0,4128,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4128.png
1_UD_frame4130,1,0,4130,UD,Train,./content/outFrames\UD\1_start135_end138_interval1\1_UD_frame4130.png
1_None_frame0,1,0,0,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame0.png
1_None_frame2,1,0,2,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame2.png
1_None_frame4,1,0,4,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame4.png
1_None_frame6,1,0,6,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame6.png
1_None_frame8,1,0,8,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame8.png
1_None_frame10,1,0,10,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame10.png
1_None_frame12,1,0,12,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame12.png
1_None_frame14,1,0,14,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame14.png
1_None_frame16,1,0,16,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame16.png
1_None_frame18,1,0,18,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame18.png
1_None_frame20,1,0,20,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame20.png
1_None_frame22,1,0,22,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame22.png
1_None_frame24,1,0,24,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame24.png
1_None_frame26,1,0,26,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame26.png
1_None_frame28,1,0,28,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame28.png
1_None_frame30,1,0,30,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame30.png
1_None_frame32,1,0,32,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame32.png
1_None_frame34,1,0,34,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame34.png
1_None_frame36,1,0,36,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame36.png
1_None_frame38,1,0,38,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame38.png
1_None_frame40,1,0,40,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame40.png
1_None_frame42,1,0,42,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame42.png
1_None_frame44,1,0,44,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame44.png
1_None_frame46,1,0,46,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame46.png
1_None_frame48,1,0,48,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame48.png
1_None_frame50,1,0,50,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame50.png
1_None_frame52,1,0,52,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame52.png
1_None_frame54,1,0,54,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame54.png
1_None_frame56,1,0,56,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame56.png
1_None_frame58,1,0,58,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame58.png
1_None_frame60,1,0,60,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame60.png
1_None_frame62,1,0,62,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame62.png
1_None_frame64,1,0,64,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame64.png
1_None_frame66,1,0,66,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame66.png
1_None_frame68,1,0,68,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame68.png
1_None_frame70,1,0,70,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame70.png
1_None_frame72,1,0,72,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame72.png
1_None_frame74,1,0,74,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame74.png
1_None_frame76,1,0,76,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame76.png
1_None_frame78,1,0,78,None,Train,./content/outFrames\None\1_start0_end3_interval1\1_None_frame78.png
